fecha,empresa,linea,tipo_transporte,provincia,municipio,cantidad
2024-01-15,SAN VICENTE S.A. DE TRANSPORTES,BSAS_LINEA_388,COLECTIVO,BUENOS AIRES,SN,7276
2024-01-15,EMPRESA DEL OESTE SAT,BSAS_LINEA_390,COLECTIVO,BUENOS AIRES,SN,7517
2024-01-15,EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES,BSAS_LINEA_391,COLECTIVO,BUENOS AIRES,SN,16359
2024-01-15,LIBERTADOR SAN MARTIN SAT,BSAS_LINEA_392,COLECTIVO,BUENOS AIRES,SN,6031
2024-01-15,EMPRESA MONTE GRANDE S.A. LINEA 501,BSAS_LINEA_394,COLECTIVO,BUENOS AIRES,SN,18618
2024-01-15,EMPRESA LINEA 216 S.A.T.,BSAS_LINEA_395,COLECTIVO,BUENOS AIRES,SN,12141
2024-01-15,SAN VICENTE S.A. DE TRANSPORTES,BSAS_LINEA_403,COLECTIVO,BUENOS AIRES,SN,900
2024-01-15,EMPRESA DE TRANSPORTE DEL SUR SRL,BSAS_LINEA_404,COLECTIVO,BUENOS AIRES,SN,20461
2024-01-15,MICRO OMNIBUS AVENIDA S.A.,BSAS_LINEA_405,COLECTIVO,BUENOS AIRES,SN,15086
2024-01-15,TRANSPORTE AUTOMOTORES LA PLATA SA,BSAS_LINEA_406,COLECTIVO,BUENOS AIRES,SN,20736
2024-01-15,MICRO OMNIBUS GENERAL SAN MARTIN SAC,BSAS_LINEA_407,COLECTIVO,BUENOS AIRES,SN,11514
2024-01-15,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_414,COLECTIVO,BUENOS AIRES,SN,1195
2024-01-15,UNION PLATENSE SRL,BSAS_LINEA_418,COLECTIVO,BUENOS AIRES,SN,1399
2024-01-15,TRANSPORTE LARRAZABAL C.I.S.A.,BSAS_LINEA_421,COLECTIVO,BUENOS AIRES,SN,2600
2024-01-15,TRANSPORTES LA PERLITA S.A. ,BSAS_LINEA_422,COLECTIVO,BUENOS AIRES,SN,23143
2024-01-15,LINEA SESENTA SA,BSAS_LINEA_430,COLECTIVO,BUENOS AIRES,SN,2381
2024-01-15,SAN VICENTE S.A. DE TRANSPORTES,BSAS_LINEA_435,COLECTIVO,BUENOS AIRES,SN,6739
2024-01-15,EXPRESO VILLA GALICIA  SAN JOSE S.A.,BSAS_LINEA_436,COLECTIVO,BUENOS AIRES,SN,9473
2024-01-15,MICRO OMNIBUS GENERAL SAN MARTIN SAC,BSAS_LINEA_437,COLECTIVO,BUENOS AIRES,SN,13552
2024-01-15,LA PRIMERA DE GRAND BOURG S.A.,BSAS_LINEA_440,COLECTIVO,BUENOS AIRES,SN,82772
2024-01-15,EMPRESA LINEA 216 S.A.T.,BSAS_LINEA_441,COLECTIVO,BUENOS AIRES,SN,12699
2024-01-15,EMPRESA LINEA 216 S.A.T.,BSAS_LINEA_443,COLECTIVO,BUENOS AIRES,SN,907
2024-01-15,EMPRESA DEL OESTE SAT,BSAS_LINEA_443A,COLECTIVO,BUENOS AIRES,SN,6943
2024-01-15,EMPRESA CIUDAD DE SAN FERNANDO SA,BSAS_LINEA_445,COLECTIVO,BUENOS AIRES,SN,4109
2024-01-15,EXPRESO GENERAL SARMIENTO S.A.,BSAS_LINEA_448,COLECTIVO,BUENOS AIRES,SN,39850
2024-01-15,EMPRESA DE TRANSPORTES EL LITORAL S.A.,BSAS_LINEA_449,COLECTIVO,BUENOS AIRES,SN,8983
2024-01-15,EMPRESA DEL OESTE SAT,BSAS_LINEA_461,COLECTIVO,BUENOS AIRES,SN,2160
2024-01-15,EMPRESA DEL OESTE SAT,BSAS_LINEA_462,COLECTIVO,BUENOS AIRES,SN,1623
2024-01-15,EMPRESA DEL OESTE SAT,BSAS_LINEA_463,COLECTIVO,BUENOS AIRES,SN,21386
2024-01-15,EMPRESA DEL OESTE SAT,BSAS_LINEA_464,COLECTIVO,BUENOS AIRES,SN,11940
2024-01-15,TRANSPORTES LA PERLITA S.A. ,BSAS_LINEA_500,COLECTIVO,BUENOS AIRES,GENERAL RODRIGUEZ,22258
2024-01-15,EMPRESA DE TRANSPORTES SANTA RITA  SRL,BSAS_LINEA_500B,COLECTIVO,BUENOS AIRES,BRANDSEN,1337
2024-01-15,TRANSPORTE 11 DE JUNIO S.R.L.,BSAS_LINEA_500C,COLECTIVO,BUENOS AIRES,LUJAN,2292
2024-01-15,TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.,BSAS_LINEA_500D,COLECTIVO,BUENOS AIRES,MERLO,45295
2024-01-15,TRANSPORTES SAN JUAN BAUTISTA S.A.,BSAS_LINEA_500H,COLECTIVO,BUENOS AIRES,FLORENCIO VARELA,6894
2024-01-15,COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA,BSAS_LINEA_501,COLECTIVO,BUENOS AIRES,CAMPANA,1488
2024-01-15,EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.,BSAS_LINEA_501B,COLECTIVO,BUENOS AIRES,PILAR,13776
2024-01-15,EMPRESA MONTE GRANDE S.A. LINEA 501,BSAS_LINEA_501C,COLECTIVO,BUENOS AIRES,ESTEBAN ECHEVERRIA,68366
2024-01-15,EXPRESO EMPALME LOBOS S.R.L.,BSAS_LINEA_501D,COLECTIVO,BUENOS AIRES,LOBOS,1715
2024-01-15,MICRO OMNIBUS PRIMERA JUNTA S.A,BSAS_LINEA_501E,COLECTIVO,BUENOS AIRES,FLORENCIO VARELA,3197
2024-01-15,TRANSPORTE 11 DE JUNIO S.R.L.,BSAS_LINEA_501F,COLECTIVO,BUENOS AIRES,LUJAN,5523
2024-01-15,TRANSPORTES LA PERLITA S.A. ,BSAS_LINEA_501G,COLECTIVO,BUENOS AIRES,MORENO,140426
2024-01-15,RUTA BUS S.A.,BSAS_LINEA_501H,COLECTIVO,BUENOS AIRES,EXALTACION DE LA CRUZ,1214
2024-01-15,LA PRIMERA DE MALVINAS ARGENTINAS UTE,BSAS_LINEA_501I,COLECTIVO,BUENOS AIRES,MALVINAS ARGENTINAS,12074
2024-01-15,LINEA EXPRESO LINIERS S.A.I.Y C.,BSAS_LINEA_502,COLECTIVO,BUENOS AIRES,CAÑUELAS,1261
2024-01-15,UNION PLATENSE SRL,BSAS_LINEA_502_SUR,COLECTIVO,BUENOS AIRES,LA PLATA,8311
2024-01-15,EXPRESO EMPALME LOBOS S.R.L.,BSAS_LINEA_502A,COLECTIVO,BUENOS AIRES,LOBOS,134
2024-01-15,TRANSPORTE 11 DE JUNIO S.R.L.,BSAS_LINEA_502B,COLECTIVO,BUENOS AIRES,LUJAN,1379
2024-01-15,TRANSPORTES SAN JUAN BAUTISTA S.A.,BSAS_LINEA_503,COLECTIVO,BUENOS AIRES,FLORENCIO VARELA,4600
2024-01-15,EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.,BSAS_LINEA_503,COLECTIVO,BUENOS AIRES,PILAR,2508
2024-01-15,MICROEXPRES S.A.,BSAS_LINEA_503_ESTE,COLECTIVO,BUENOS AIRES,LA PLATA,5494
2024-01-15,UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T.,BSAS_LINEA_503A,COLECTIVO,BUENOS AIRES,MERLO,29558
2024-01-15,SAN VICENTE S.A. DE TRANSPORTES,BSAS_LINEA_503C,COLECTIVO,BUENOS AIRES,SAN VICENTE,4121
2024-01-15,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_503E,COLECTIVO,BUENOS AIRES,LA PLATA,23550
2024-01-15,TRANSPORTE 11 DE JUNIO S.R.L.,BSAS_LINEA_503E,COLECTIVO,BUENOS AIRES,LUJAN,2144
2024-01-15,EMPRESA LINEA 216 S.A.T.,BSAS_LINEA_504A,COLECTIVO,BUENOS AIRES,MERLO,44631
2024-01-15,MICRO OMNIBUS PRIMERA JUNTA S.A,BSAS_LINEA_504C,COLECTIVO,BUENOS AIRES,FLORENCIO VARELA,5991
2024-01-15,MICRO OMNIBUS TIGRE S.A.,BSAS_LINEA_505A,COLECTIVO,BUENOS AIRES,ESCOBAR,1107
2024-01-15,MICRO OMNIBUS TIGRE S.A.,BSAS_LINEA_505C,COLECTIVO,BUENOS AIRES,CAMPANA,849
2024-01-15,COMPAÑIA MICROOMNIBUS LA COLORADA SACI,BSAS_LINEA_505D,COLECTIVO,BUENOS AIRES,FLORENCIO VARELA,11784
2024-01-15,TRANSPORTES SAN JUAN BAUTISTA S.A.,BSAS_LINEA_506,COLECTIVO,BUENOS AIRES,FLORENCIO VARELA,5310
2024-01-15,EMPRESA MONTERREY S.R.L.,BSAS_LINEA_506A,COLECTIVO,BUENOS AIRES,PILAR,5730
2024-01-15,MICRO OMNIBUS TIGRE S.A.,BSAS_LINEA_506B,COLECTIVO,BUENOS AIRES,ESCOBAR,2828
2024-01-15,TRANSPORTES SAN JUAN BAUTISTA S.A.,BSAS_LINEA_507,COLECTIVO,BUENOS AIRES,FLORENCIO VARELA,3284
2024-01-15,TRANSPORTES SAN JUAN BAUTISTA S.A.,BSAS_LINEA_508,COLECTIVO,BUENOS AIRES,FLORENCIO VARELA,5538
2024-01-15,MICRO OMNIBUS TIGRE S.A.,BSAS_LINEA_508A,COLECTIVO,BUENOS AIRES,ESCOBAR,5719
2024-01-15,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_508C,COLECTIVO,BUENOS AIRES,LA PLATA,596
2024-01-15,LA PRIMERA DE LA ESCONDIDA SRL,BSAS_LINEA_509,COLECTIVO,BUENOS AIRES,PILAR,5901
2024-01-15,TRANSPORTES SAN JUAN BAUTISTA S.A.,BSAS_LINEA_509C,COLECTIVO,BUENOS AIRES,FLORENCIO VARELA,3574
2024-01-15,LINEA SESENTA SA,BSAS_LINEA_509D,COLECTIVO,BUENOS AIRES,ESCOBAR,1958
2024-01-15,EXPRESO VILLA GALICIA  SAN JOSE S.A.,BSAS_LINEA_510A,COLECTIVO,BUENOS AIRES,ALMIRANTE BROWN,3855
2024-01-15,PILARBUS SA,BSAS_LINEA_510B,COLECTIVO,BUENOS AIRES,PILAR,28152
2024-01-15,TRANSPORTES SAN JUAN BAUTISTA S.A.,BSAS_LINEA_511,COLECTIVO,BUENOS AIRES,FLORENCIO VARELA,1091
2024-01-15,RUTA BUS S.A.,BSAS_LINEA_511,COLECTIVO,BUENOS AIRES,PILAR,10434
2024-01-15,MICRO OMNIBUS TIGRE S.A.,BSAS_LINEA_511A,COLECTIVO,BUENOS AIRES,ESCOBAR,237
2024-01-15,TRANSPORTES SAN JUAN BAUTISTA S.A.,BSAS_LINEA_512,COLECTIVO,BUENOS AIRES,FLORENCIO VARELA,2424
2024-01-15,MICRO OMNIBUS TIGRE S.A.,BSAS_LINEA_513A,COLECTIVO,BUENOS AIRES,ESCOBAR,4658
2024-01-15,MICRO OMNIBUS AVENIDA S.A.,BSAS_LINEA_514,COLECTIVO,BUENOS AIRES,ALMIRANTE BROWN,27184
2024-01-15,LINEA SESENTA SA,BSAS_LINEA_514BA,COLECTIVO,BUENOS AIRES,ESCOBAR,338
2024-01-15,TRANSPORTE DEL SUR S.R.L.,BSAS_LINEA_515,COLECTIVO,BUENOS AIRES,ALMIRANTE BROWN,19335
2024-01-15,EMPRESA J.M. EZEIZA S.R.L.,BSAS_LINEA_518,COLECTIVO,BUENOS AIRES,EZEIZA,34672
2024-01-15,EXPRESO LA PLATA BUENOS AIRES S.A.,BSAS_LINEA_518,COLECTIVO,BUENOS AIRES,LA PLATA,760
2024-01-15,LA CENTRAL DE ESCOBAR SA,BSAS_LINEA_520A,COLECTIVO,BUENOS AIRES,PILAR,22580
2024-01-15,MICRO OMNIBUS AVENIDA S.A.,BSAS_LINEA_520B,COLECTIVO,BUENOS AIRES,LANUS,12108
2024-01-15,UNION PLATENSE SRL,BSAS_LINEA_520C,COLECTIVO,BUENOS AIRES,LA PLATA,10938
2024-01-15,CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL,BSAS_LINEA_523,COLECTIVO,BUENOS AIRES,LANUS,5085
2024-01-15,EMPRESA CINCO DE AGOSTO S.R.L.,BSAS_LINEA_524,COLECTIVO,BUENOS AIRES,LANUS,9480
2024-01-15,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_531,COLECTIVO,BUENOS AIRES,GENERAL PUEYRREDON,9027
2024-01-15,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_532,COLECTIVO,BUENOS AIRES,GENERAL PUEYRREDON,11085
2024-01-15,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,BSAS_LINEA_533,COLECTIVO,BUENOS AIRES,GENERAL PUEYRREDON,1835
2024-01-15,YITOS S.A.,BSAS_LINEA_541,COLECTIVO,BUENOS AIRES,LOMAS DE ZAMORA,11259
2024-01-15,YITOS S.A.,BSAS_LINEA_543,COLECTIVO,BUENOS AIRES,LOMAS DE ZAMORA,13757
2024-01-15,YITOS S.A.,BSAS_LINEA_544,COLECTIVO,BUENOS AIRES,LOMAS DE ZAMORA,18681
2024-01-15,YITOS S.A.,BSAS_LINEA_549,COLECTIVO,BUENOS AIRES,LOMAS DE ZAMORA,2107
2024-01-15,YITOS S.A.,BSAS_LINEA_561,COLECTIVO,BUENOS AIRES,LOMAS DE ZAMORA,4809
2024-01-15,EMPRESA NUEVE DE JULIO S.A.T.,BSAS_LINEA_561B,COLECTIVO,BUENOS AIRES,LA PLATA,716
2024-01-15,YITOS S.A.,BSAS_LINEA_562,COLECTIVO,BUENOS AIRES,LOMAS DE ZAMORA,12257
2024-01-15,EXPRESO VILLA GALICIA  SAN JOSE S.A.,BSAS_LINEA_564,COLECTIVO,BUENOS AIRES,LOMAS DE ZAMORA,10249
2024-01-15,GENERAL TOMAS GUIDO S.A.C.I.F.,BSAS_LINEA_570,COLECTIVO,BUENOS AIRES,AVELLANEDA,10528
2024-01-15,EXPRESO VILLA NUEVA S.A.,BSAS_LINEA_580,COLECTIVO,BUENOS AIRES,QUILMES,5197
2024-01-15,EXPRESO VILLA NUEVA S.A.,BSAS_LINEA_582,COLECTIVO,BUENOS AIRES,QUILMES,11930
2024-01-15,MICRO OMNIBUS PRIMERA JUNTA S.A,BSAS_LINEA_583,COLECTIVO,BUENOS AIRES,QUILMES,10521
2024-01-15,MICRO OMNIBUS QUILMES S.A.C.I. Y F.,BSAS_LINEA_584,COLECTIVO,BUENOS AIRES,QUILMES,10038
2024-01-15,COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278,BSAS_LINEA_585,COLECTIVO,BUENOS AIRES,QUILMES,22347
2024-01-15,COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278,BSAS_LINEA_586,COLECTIVO,BUENOS AIRES,QUILMES,745
2024-01-15,MICRO OMNIBUS QUILMES S.A.C.I. Y F.,BSAS_LINEA_603,COLECTIVO,BUENOS AIRES,BERAZATEGUI,21010
2024-01-15,MICRO OMNIBUS QUILMES S.A.C.I. Y F.,BSAS_LINEA_619,COLECTIVO,BUENOS AIRES,BERAZATEGUI,11961
2024-01-15,NUEVO IDEAL S.A.,BSAS_LINEA_620,COLECTIVO,BUENOS AIRES,LA MATANZA,72596
2024-01-15,TRANSPORTE IDEAL SAN JUSTO S.A.,BSAS_LINEA_621,COLECTIVO,BUENOS AIRES,LA MATANZA,34288
2024-01-15,ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I,BSAS_LINEA_622,COLECTIVO,BUENOS AIRES,LA MATANZA,34281
2024-01-15,LA CABAÑA S.A.,BSAS_LINEA_624,COLECTIVO,BUENOS AIRES,LA MATANZA,26665
2024-01-15,ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I,BSAS_LINEA_628,COLECTIVO,BUENOS AIRES,LA MATANZA,3329
2024-01-15,EMPRESA LINEA 216 S.A.T.,BSAS_LINEA_634,COLECTIVO,BUENOS AIRES,MORON,14181
2024-01-15,LA CABAÑA S.A.,BSAS_LINEA_635,COLECTIVO,BUENOS AIRES,MORON,8635
2024-01-15,COMPAÑIA ISLEÑA S.R.L.,BSAS_LINEA_670,COLECTIVO,BUENOS AIRES,GENERAL SAN MARTIN,28239
2024-01-15,MICRO OMNIBUS GENERAL SAN MARTIN SAC,BSAS_LINEA_707,COLECTIVO,BUENOS AIRES,SAN ISIDRO,35640
2024-01-15,EMPRESA CIUDAD DE SAN FERNANDO SA,BSAS_LINEA_710,COLECTIVO,BUENOS AIRES,SAN FERNANDO,18539
2024-01-15,MICRO OMNIBUS TIGRE S.A.,BSAS_LINEA_720,COLECTIVO,BUENOS AIRES,TIGRE,50657
2024-01-15,MICRO OMNIBUS GENERAL PACHECO SA,BSAS_LINEA_721,COLECTIVO,BUENOS AIRES,TIGRE,37166
2024-01-15,UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS,BSAS_LINEA_723,COLECTIVO,BUENOS AIRES,TIGRE,13634
2024-01-15,LA PRIMERA DE GRAND BOURG S.A.,BSAS_LINEA_740,COLECTIVO,BUENOS AIRES,SAN MIGUEL,28885
2024-01-15,SARGENTO CABRAL S.A.DE TRANSPORTE,BSAS_LINEA_741,COLECTIVO,BUENOS AIRES,JOSE C. PAZ,14182
2024-01-15,EMPRESA DE TRANSPORTES EL LITORAL S.A.,BSAS_LINEA_749,COLECTIVO,BUENOS AIRES,JOSE C. PAZ,39533
2024-01-15,COOP. PROV. OB. Y S.P. SAN CLEMENTE DEL TUYU,BSAS_LINEA_SCLE,COLECTIVO,BUENOS AIRES,URBANO DE LA COSTA,1812
2024-01-15,COOP. DE PROVISION DE SERVICIOS 1 DE SEPTIEMBRE LTDA,CHACRA MONTE - PAISSANIDIS,COLECTIVO,RÍO NEGRO,GENERAL ROCA,621
2024-01-15,SOFSE - Mitre,FCC MITRE_TIGRE,TREN,JN,SD,84147
2024-01-15,SOFSE - Roca,FFCC ROCA,TREN,JN,SD,410609
2024-01-15,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,TREN,JN,SD,3459
2024-01-15,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,TREN,JN,SD,79
2024-01-15,SOFSE- SARMIENTO,FFCC SAR,TREN,JN,SD,241431
2024-01-15,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,TREN,JN,SD,1531
2024-01-15,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,TREN,JN,SD,43063
2024-01-15,SOFSE - Belgrano Sur,FFCC_BELG_SUR,TREN,JN,SD,46784
2024-01-15,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,TREN,JN,SD,80898
2024-01-15,SOFSE - Belgrano Sur,FFCC_G.CATAN_MERCEDES,TREN,JN,SD,1
2024-01-15,SOFSE - Mitre,FFCC_MITRE,TREN,JN,SD,666
2024-01-15,SOFSE - Mitre,FFCC_MITRE_CAPILLA,TREN,JN,SD,436
2024-01-15,SOFSE - Mitre,FFCC_MITRE_ZARATE,TREN,JN,SD,354
2024-01-15,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,TREN,JN,SD,61
2024-01-15,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,TREN,JN,SD,89
2024-01-15,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,TREN,JN,SD,511
2024-01-15,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,TREN,JN,SD,298
2024-01-15,SOFSE - San Martin,FFCC_SANM,TREN,JN,SD,94697
2024-01-15,SOFSE - Mitre,FFCC_SUAREZ,TREN,JN,SD,61531
2024-01-15,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,TREN,JN,SD,2480
2024-01-15,TRANSPORTE BAHIA S.R.L.,INTERURB DE TRANSP-SERV.DIFERENCIAL,COLECTIVO,CHUBUT,SN,1040
2024-01-15,COOP. DE PROVISION DE SERVICIOS 1 DE SEPTIEMBRE LTDA,ISLAS MALVINAS - PUENTE CERO,COLECTIVO,RÍO NEGRO,GENERAL ROCA,472
2024-01-15,COOP. DE PROVISION DE SERVICIOS 1 DE SEPTIEMBRE LTDA,J.J. GOMEZ - ALTA BARDA,COLECTIVO,RÍO NEGRO,GENERAL ROCA,1164
2024-01-15,EMOVA MOVILIDAD S.A. (ex MTV),LIN_PREMETRO,SUBTE,,,703
2024-01-15,MAREGA GUSTAVO ANTONIO,LINEA 03,COLECTIVO,SANTA FE,RECONQUISTA,243
2024-01-15,BRAIDOT JOSE MANUEL,LINEA 04,COLECTIVO,SANTA FE,RECONQUISTA,227
2024-01-15,TRANSPORTE JACOBSEN S.R.L.,LINEA 1 ESQUEL/LA ALDEA,COLECTIVO,CHUBUT,SN,212
2024-01-15,EMPRESA DE TRANSPORTE 12 DE OCTUBRE S R L,LINEA 1,COLECTIVO,BUENOS AIRES,PINAMAR,3355
2024-01-15,VIA 51 VIAJES SA,LINEA 1,COLECTIVO,BUENOS AIRES,TORNQUIST,252
2024-01-15,TRANSPORTE JACOBSEN S.R.L.,LINEA 1,COLECTIVO,CHUBUT,ESQUEL,484
2024-01-15,SI! BUS EMPRESA SARMIENTO S.R.L - INTERCORDOBA S.A – UTE,LINEA 1,COLECTIVO,CORDOBA,VILLA ALLENDE,56
2024-01-15,COOPERATIVA TRABAJO TRANSPORTES CONCORDIA LTDA,LINEA 1,COLECTIVO,ENTRE RÍOS,CONCORDIA,4784
2024-01-15,DELCAUSSE HERMANOS SOCIEDAD DE RESPONSABILIDAD LIMITADA,LINEA 1,COLECTIVO,ENTRE RÍOS,GUALEGUAYCHU,811
2024-01-15,ENTE MUNICIPAL DE SERVICIOS URBANOS,LINEA 1,COLECTIVO,LA PAMPA,SANTA ROSA,803
2024-01-15,PEHUENCHE S A,LINEA 1,COLECTIVO,RÍO NEGRO,CIPOLLETTI,525
2024-01-15,MUNICIPALIDAD DE RAFAELA,LINEA 1,COLECTIVO,SANTA FE,RAFAELA,916
2024-01-15,AUTOTRANSPORTE DECANO S.R.L,LINEA 1,COLECTIVO,SANTIAGO DEL ESTERO,LA BANDA,192
2024-01-15,TRANSPORTES SAN CAYETANO S.A.C.,LINEA 1,COLECTIVO,JN,SD,11104
2024-01-15,SOCIEDAD DE TRANSPORTE DE MENDOZA SOCIEDAD ANONIMA UNIPERSONAL DE PARTICIPACION ESTATAL,LINEA 100,COLECTIVO,MENDOZA,SN,9462
2024-01-15,SOCIEDAD DE TRANSPORTE DE MENDOZA SOCIEDAD ANONIMA UNIPERSONAL DE PARTICIPACION ESTATAL,LINEA 101,COLECTIVO,MENDOZA,SN,681
2024-01-15,D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR,LINEA 101,COLECTIVO,JN,SD,34895
2024-01-15,NUDO S.A.,LINEA 107,COLECTIVO,JN,SD,25452
2024-01-15,SOCIEDAD DE TRANSPORTE DE MENDOZA SOCIEDAD ANONIMA UNIPERSONAL DE PARTICIPACION ESTATAL,LINEA 110,COLECTIVO,MENDOZA,SN,12514
2024-01-15,MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.,LINEA 119,COLECTIVO,JN,SD,9916
2024-01-15,TRANS BUS SRL,LINEA 12,COLECTIVO,CORDOBA,VILLA MARIA,9
2024-01-15,TRANSPORTES AUTOMOTORES CALLAO S.A.,LINEA 12,COLECTIVO,JN,SD,53470
2024-01-15,SOCIEDAD DE TRANSPORTE DE MENDOZA SOCIEDAD ANONIMA UNIPERSONAL DE PARTICIPACION ESTATAL,LINEA 120,COLECTIVO,MENDOZA,SN,11718
2024-01-15,SOCIEDAD DE TRANSPORTE DE MENDOZA SOCIEDAD ANONIMA UNIPERSONAL DE PARTICIPACION ESTATAL,LINEA 121,COLECTIVO,MENDOZA,SN,259
2024-01-15,SOCIEDAD DE TRANSPORTE DE MENDOZA SOCIEDAD ANONIMA UNIPERSONAL DE PARTICIPACION ESTATAL,LINEA 125,COLECTIVO,MENDOZA,SN,1645
2024-01-15,TRANS BUS SRL,LINEA 13,COLECTIVO,CORDOBA,VILLA MARIA,7
2024-01-15,SOCIEDAD DE TRANSPORTE DE MENDOZA SOCIEDAD ANONIMA UNIPERSONAL DE PARTICIPACION ESTATAL,LINEA 130,COLECTIVO,MENDOZA,SN,2995
2024-01-15,TRANS BUS SRL,LINEA 14,COLECTIVO,CORDOBA,VILLA MARIA,8
2024-01-15,ROSARIO GUARANI SA,LINEA 145,COLECTIVO,JN,SD,22824
2024-01-15,TRANS BUS SRL,LINEA 15,COLECTIVO,CORDOBA,VILLA MARIA,11
2024-01-15,EMPRESA RECREO S R L,LINEA 157 SFE,COLECTIVO,SANTA FE,SN,4448
2024-01-15,EMPRESA RECREO S R L,LINEA 158 SFE,COLECTIVO,SANTA FE,SN,961
2024-01-15,TRANS BUS SRL,LINEA 16,COLECTIVO,CORDOBA,VILLA MARIA,36
2024-01-15,TRANS BUS SRL,LINEA 17,COLECTIVO,CORDOBA,VILLA MARIA,34
2024-01-15,ERSA URBANO SA,LINEA 184,COLECTIVO,JN,SD,11264
2024-01-15,TRANS BUS SRL,LINEA 19,COLECTIVO,CORDOBA,VILLA MARIA,8
2024-01-15,LINEA 28 DE JULIO SOCIEDAD COOPERATIVA DE TRABAJO DE TRANSPORTES LIMITADA,LINEA 1: TRELEW / PUERTO MADRYN,COLECTIVO,CHUBUT,SN,625
2024-01-15,DAVALO ELIANA ELISABET,LINEA 2 BIS,COLECTIVO,SANTA FE,RECONQUISTA,214
2024-01-15,TRANSPORTE JACOBSEN S.R.L.,LINEA 2 ESQUEL/TREVELIN,COLECTIVO,CHUBUT,SN,212
2024-01-15,TRANSPORTE JACOBSEN S.R.L.,LINEA 2,COLECTIVO,CHUBUT,ESQUEL,593
2024-01-15,SI! BUS EMPRESA SARMIENTO S.R.L - INTERCORDOBA S.A – UTE,LINEA 2,COLECTIVO,CORDOBA,VILLA ALLENDE,59
2024-01-15,"COOPERATIVA DE TRABAJO ""12 DE OCTUBRE"" LTADA",LINEA 2,COLECTIVO,ENTRE RÍOS,CONCORDIA,4129
2024-01-15,ENTE MUNICIPAL DE SERVICIOS URBANOS,LINEA 2,COLECTIVO,LA PAMPA,SANTA ROSA,1201
2024-01-15,MUNICIPALIDAD DE RAFAELA,LINEA 2,COLECTIVO,SANTA FE,RAFAELA,168
2024-01-15,ESPONDA OSVALDO RAMON Y CAMPIÑO CARLOS ANTONIO S.H.,LINEA 2,COLECTIVO,ENTRE RÍOS,SN,1699
2024-01-15,TRANS BUS SRL,LINEA 20,COLECTIVO,CORDOBA,VILLA MARIA,13
2024-01-15,EMPRESA MAIPU S.R.L.,LINEA 200,COLECTIVO,MENDOZA,SN,10148
2024-01-15,EMPRESA MAIPU S.R.L.,LINEA 201,COLECTIVO,MENDOZA,SN,10966
2024-01-15,EMPRESA MAIPU S.R.L.,LINEA 202,COLECTIVO,MENDOZA,SN,730
2024-01-15,EMPRESA MAIPU S.R.L.,LINEA 203,COLECTIVO,MENDOZA,SN,2630
2024-01-15,EMPRESA MAIPU S.R.L.,LINEA 204,COLECTIVO,MENDOZA,SN,2959
2024-01-15,EMPRESA MAIPU S.R.L.,LINEA 205,COLECTIVO,MENDOZA,SN,71
2024-01-15,EMPRESA MAIPU S.R.L.,LINEA 206,COLECTIVO,MENDOZA,SN,191
2024-01-15,EMPRESA MAIPU S.R.L.,LINEA 207,COLECTIVO,MENDOZA,SN,810
2024-01-15,EMPRESA MAIPU S.R.L.,LINEA 208,COLECTIVO,MENDOZA,SN,810
2024-01-15,EMPRESA MAIPU S.R.L.,LINEA 221,COLECTIVO,MENDOZA,SN,1081
2024-01-15,TRANSPORTES RIO GRANDE S.A.C.I.F.,LINEA 23,COLECTIVO,JN,SD,8865
2024-01-15,EMPRESA MAIPU S.R.L.,LINEA 230,COLECTIVO,MENDOZA,SN,1890
